Player,Pre-NBA,Draft Year,Combine Position,Primary Position,Secondary Positions,Default Position,Is Primary,Hand Length (in.),Hand Width (in.),Height w/o Shoes,Height (in.),Standing Reach,Standing Reach (in.),Wingspan,Wingspan (in.),Weight (lbs),Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical,Max Vertical,Height (in.)_Percentile,Standing Reach (in.)_Percentile,Wingspan (in.)_Percentile,Weight (lbs)_Percentile,Hand Length (in.)_Percentile,Hand Width (in.)_Percentile,Physical Score,Lane Agility Time_Percentile,Three Quarter Sprint_Percentile,Shuttle Run_Percentile,Agility Score,Max Vertical_Percentile,Standing Vertical_Percentile,Vertical Score,Raw Score,Combine Score
RaiQuan Gray,Florida State,2021,PF,PF,C,PF,1,9.25,9,"6'6.5""",78.5,"8'9""",105,"6'10.75""",82.75,268.6,11.69,3.3,3.25,26.5,31.5,11.87214612,15.1826484,13.24200913,96.57534247,75.58139535,14.41860465,34.21803653,42.15189873,72.83163265,17.44186047,57.49176569,31.01265823,26.38888889,28.70077356,40.13685859,26.54639175
Roko Prkacin,Girona,2021,PF,PF,SF-C,PF,1,8.75,9.25,"6'7.5""",79.5,"8'11""",107,"6'11""",83,225.4,,,,,,30.59360731,45.77625571,16.66666667,29.6803653,26.04651163,23.72093023,30.67922374,,,,,,,,,
Sam Hauser,Virginia,2021,SF,SF,SG-PF,SF,1,8.25,9,"6'6.75""",78.75,"8'6""",102,"6'9.25""",81.25,217.4,11.14,3.07,3.34,28.5,34.5,68.88111888,16.66666667,24.35897436,58.85780886,12.3015873,26.58730159,42.19114219,62.01550388,24.16020672,51.17647059,43.0878553,41.1311054,35.56701031,38.34905785,41.20935178,26.38522427
Sandro Mamukelashvili,Seton Hall,2021,C,C,PF,C,1,9,9.5,"6'9""",81,"8'10.5""",106.5,"7'1.25""",85.25,239.8,11.63,3.3,3.21,30.5,36.5,15.36458333,7.329842932,18.75,41.66666667,29.6,26,20.77777323,67.29559748,88.36477987,24.70588235,77.83018868,89.93710692,80.81761006,85.37735849,61.32844013,74.6835443
Scottie Barnes,Florida State,2021,SF,SF,SG-PF,SF,1,9.25,10.25,"6'7""",79,"9'0""",108,"7'2.75""",86.75,225.4,10.88,2.99,3.15,36,39.5,75.29137529,97.31934732,96.27039627,78.32167832,91.46825397,92.65873016,86.8006993,85.14211886,81.5245478,70,83.33333333,90.10282776,97.55154639,93.82718708,87.98707324,100
Scottie Lewis,Florida,2021,SF,SG,SF,SG,1,8.75,9.75,"6'4""",76,"8'5.5""",101.5,"7'0""",84,187.6,10.45,3.03,2.98,34,42,54.86577181,59.06040268,96.47651007,15.15151515,70.43269231,79.32692308,56.38854993,97.2972973,98.65900383,55.63380282,97.97815056,96.55172414,93.01886792,94.78529603,83.05066551,100
Cory Hightower,,2000,SG-SF,SF,SG,SG,0,,,"6'5.5""",77.5,"8'5.5""",101.5,"6'11""",83,183,11.92,,3.37,29.5,34.5,94.81605351,59.03010033,89.13043478,9.395973154,,,63.09314045,5.192307692,11.06870229,,8.130504991,33.58778626,46.42857143,40.00817884,37.07727476,20.91633466
Terrence Shannon Jr.,Illinois,2021,SF,SF,SG-PF,SF,1,8,8,"6'5.5""",77.5,"8'4""",100,"6'8.25""",80.25,206.6,11.51,3.12,3.21,32.5,39.5,29.37062937,3.846153846,11.53846154,29.13752914,3.76984127,0.9920634921,18.47319347,35.27131783,64.47028424,40.29411765,49.87080103,90.10282776,83.7628866,86.93285718,51.75895056,53.03430079
Tre Mann,Florida,2021,PG,PG,SG,PG,1,8,9,"6'3.25""",75.25,"8'2.5""",98.5,"6'4""",76,177.6,,,,,,85.53370787,66.01123596,32.16292135,25.07042254,20.14925373,49.50248756,52.19457193,,,,,,,,,
Trendon Watford,LSU,2021,PF,PF,SF,PF,1,9.5,9.5,"6'7.5""",79.5,"8'9""",105,"7'2.25""",86.25,237.4,11.69,3.23,3.27,28,35,30.59360731,15.1826484,69.06392694,53.99543379,90.69767442,36.97674419,42.20890411,42.15189873,63.52040816,32.17054264,52.83615345,70.50632911,44.57070707,57.53851809,50.86119188,49.22680412
Trey Murphy III,Virginia,2021,SF,SF,SG-PF,SF,1,8.5,9,"6'7.5""",79.5,"8'9.5""",105.5,"7'0""",84,206,11.65,3.32,3.14,34,38,87.06293706,72.84382284,69.6969697,26.10722611,30.15873016,26.58730159,63.92773893,25.83979328,83.72093023,7.058823529,54.78036176,79.94858612,92.01030928,85.9794477,68.22918279,89.44591029
Yves Pons,Tennessee,2021,PF,SF,PF,SF,1,9,9.25,"6'5.5""",77.5,"8'8""",104,"7'0.75""",84.75,206.4,10.89,3.05,3.1,36,42.5,29.37062937,47.2027972,81.46853147,27.97202797,74.8015873,42.65873016,46.5034965,84.2377261,90.82687339,56.47058824,87.53229974,98.45758355,97.55154639,98.00456497,77.34678707,98.94459103
Ziaire Williams,Stanford,2021,SF,SF,SG-PF,SF,1,9,8.75,"6'8.25""",80.25,"8'10.5""",106.5,"6'10.25""",82.25,188.4,10.69,3.04,3.12,34,39.5,96.85314685,85.66433566,43.58974359,3.263403263,74.8015873,14.28571429,57.34265734,91.98966408,87.85529716,60,89.92248062,90.10282776,92.01030928,91.05656852,79.44056883,99.47229551
Ashton Hagans,Kentucky,2020,PG,PG,SG,PG,1,9,9,"6'1.5""",73.5,"8'3.5""",99.5,"6'8""",80,193,10.82,2.5,3.13,29.5,36.5,60.81460674,77.80898876,83.70786517,67.04225352,96.0199005,49.50248756,72.34342855,72.6984127,78.18471338,97.5,75.44156304,56.68789809,47.14285714,51.91537762,66.56678973,86.73139159
Cassius Stanley,Duke,2020,SG,SG,SF,SG,1,8.25,9,"6'5""",77,"8'3.5""",99.5,"6'7""",79,201.6,11.4,2.43,3.09,34.5,44,86.24161074,23.32214765,22.48322148,50.16835017,17.06730769,32.69230769,45.55383251,26.64092664,89.8467433,99.29577465,58.24383497,99.04214559,95.47169811,97.25692185,67.01819644,84.46215139
Cassius Winston,Michigan State,2020,PG,PG,SG,PG,1,8.75,8.25,"6'0.5""",72.5,"8'1""",97,"6'6""",78,196,11.15,2.74,3.61,24,28,37.21910112,45.64606742,56.17977528,75.63380282,89.05472637,10.44776119,53.66968666,40.63492063,0.3184713376,93.57142857,20.47669599,0.7961783439,1.904761905,1.350470124,25.16561759,7.766990291
CJ Elleby,Washington State,2020,SG-SF,SF,SG-PF,SF,1,8.75,10,"6'5.5""",77.5,"8'4.5""",100.5,"6'7.25""",79.25,198.6,11.25,2.63,3.25,30.5,36.5,29.37062937,6.060606061,5.361305361,15.03496503,52.57936508,83.53174603,13.95687646,52.71317829,50.7751938,96.47058824,51.74418605,65.42416452,63.65979381,64.54197917,43.41434722,31.39841689
Devon Dotson,Kansas,2020,PG,PG,SG,PG,1,8.25,10,"6'0.5""",72.5,"7'11""",95,"6'3""",75,185.2,10.44,2.22,3.02,31.5,40.5,37.21910112,23.59550562,20.08426966,47.04225352,44.27860697,97.26368159,31.98528248,96.66666667,97.61146497,100,97.13906582,89.96815287,73.01587302,81.49201294,70.20545375,92.23300971
Elijah Hughes,Syracuse,2020,SF-SG,SF,SG,SF,1,8.5,8.75,"6'4.75""",76.75,"8'5.5""",101.5,"6'7.5""",79.5,229,,,,,,12.004662,12.23776224,6.526806527,84.73193473,30.15873016,14.28571429,28.87529138,,,,,,,,,
Grant Riller,Charleston,2020,PG-SG,PG,SG,PG,1,8,8.5,"6'0.25""",72.25,"8'0.5""",96.5,"6'5.25""",77.25,178.4,11.17,2.45,3.07,32.5,39.5,31.46067416,39.46629213,44.94382022,27.74647887,20.14925373,20.14925373,35.90431635,38.88888889,91.56050955,99.28571429,65.22469922,84.55414013,82.85714286,83.70564149,61.61155235,75.40453074
Immanuel Quickley,Kentucky,2020,SG,PG,SG,PG,1,8,8.75,"6'2""",74,"8'3""",99,"6'8.25""",80.25,185.8,11.21,2.46,3.17,29.5,35.5,68.82022472,72.33146067,86.23595506,48.02816901,20.14925373,33.08457711,68.85395237,35.55555556,65.92356688,98.57142857,50.73956122,47.61146497,47.14285714,47.37716106,55.65689155,58.57605178
Isaiah Joe,Arkansas,2020,SG,SG,PG-SF,SG,1,8.25,8.25,"6'3""",75,"8'5""",101,"6'7.5""",79.5,170.4,,,,,,23.15436242,48.99328859,30.70469799,1.683501684,17.06730769,4.807692308,26.13396267,,,,,,,,,
Isaiah Stewart,Washington,2020,C,C,PF,C,1,9,10.5,"6'7.25""",79.25,"9'0.5""",108.5,"7'4.75""",88.75,243,,,,,,3.125,20.94240838,72.13541667,49.73958333,29.6,80,36.48560209,,,,,,,,,
Jahmi'us Ramsey,Texas Tech,2020,SG,SG,,SG,1,8.75,9.75,"6'2.5""",74.5,"8'4.5""",100.5,"6'6""",78,193.4,,,,,,11.40939597,38.25503356,9.563758389,26.93602694,70.43269231,79.32692308,21.54105371,,,,,,,,,
Jalen Harris,Nevada,2020,SG,SG,PG,SG,1,8.25,9.5,"6'2.75""",74.75,"8'1.5""",97.5,"6'7""",79,193.4,10.59,2.49,3.11,37.5,42.5,16.10738255,5.201342282,22.48322148,26.93602694,17.06730769,63.94230769,17.68199331,90.54054054,86.01532567,97.53521127,88.27793311,98.08429119,99.24528302,98.6647871,68.20823784,87.25099602
Jalen Smith,Maryland,2020,PF-C,PF,C,PF,1,9.25,9.25,"6'9.25""",81.25,"9'2""",110,"7'2.25""",86.25,224.6,,,,,,81.84931507,93.26484018,69.06392694,28.88127854,75.58139535,23.72093023,68.26484018,,,,,,,,,
Jayden Scrubb,,2020,SG-SF,SG,PG,SG,1,8.25,9.75,"6'5""",77,"8'8.5""",104.5,"6'9.5""",81.5,185.2,,,,,,86.24161074,97.48322148,66.94630872,12.45791246,17.06730769,79.32692308,65.78226335,,,,,,,,,
Jordan Nwora,Louisville,2020,SF-PF,SF,SG-PF,SF,1,8.5,9.25,"6'5.75""",77.75,"8'8""",104,"6'10.25""",82.25,223,11.29,2.66,3.43,29,35,37.06293706,47.2027972,43.58974359,75.75757576,30.15873016,42.65873016,50.9032634,50.51679587,8.010335917,95.88235294,29.26356589,48.20051414,43.04123711,45.62087563,41.92923497,27.44063325
Josh Green,Arizona,2020,SG-SF,SF,SG,SF,1,8,8.75,"6'4.5""",76.5,"8'5.5""",101.5,"6'9.75""",81.75,214,10.64,2.28,3.12,30.5,39.5,6.41025641,12.23776224,32.28438228,50.6993007,3.76984127,14.28571429,25.40792541,94.05684755,87.85529716,100,90.95607235,90.10282776,63.65979381,76.88131079,64.41510285,84.16886544
Joshua Hall,Moravian Prep,2020,SF,SF,SG-PF,SF,1,8.75,9.5,"6'6""",78,"8'8.5""",104.5,"6'11""",83,196.6,12.16,2.62,3.38,31.5,37.5,46.03729604,57.45920746,53.14685315,10.37296037,52.57936508,58.92857143,41.75407925,5.684754522,16.02067183,97.05882353,10.85271318,75.83547558,74.61340206,75.22443882,42.61041042,28.23218997
Kahlil Whitney,Kentucky,2020,SF,SF,SG-PF,SF,1,9.25,10.25,"6'5.5""",77.5,"8'9.5""",105.5,"7'0.25""",84.25,205,11.17,2.61,3.28,29,39,29.37062937,72.84382284,74.70862471,24.00932401,91.46825397,92.65873016,50.23310023,59.43152455,42.11886305,97.64705882,50.7751938,87.01799486,43.04123711,65.02961599,55.34597001,63.32453826
Kaleb Wesson,Ohio State,2020,C,C,PF,C,1,9,10.75,"6'9.25""",81.25,"9'3.5""",111.5,"7'3.5""",87.5,252.6,11.73,2.64,3.6,21.5,27,21.09375,69.63350785,54.6875,69.01041667,29.6,88.4,53.60629363,62.26415094,9.119496855,100,35.6918239,9.119496855,2.51572327,5.817610063,31.70524253,7.594936709
Karim Mane,,2020,PG-SG,PG,SG,PG,1,8.5,9.75,"6'5""",77,"8'6""",102,"6'11""",83,196,11.52,2.64,3.04,31,36,97.33146067,94.1011236,98.59550562,75.63380282,71.64179104,92.039801,91.41547318,15.71428571,96.17834395,95.71428571,55.94631483,51.43312102,66.66666667,59.04989384,68.80389395,91.26213592
Kenyon Martin Jr.,IMG Academy,2020,SF-PF,SF,SG-PF,SF,1,8.5,8.75,"6'6""",78,"8'6""",102,"6'7.25""",79.25,213.2,11.93,2.58,3.16,31.5,38.5,46.03729604,16.66666667,5.361305361,48.36829837,30.15873016,14.28571429,29.10839161,11.36950904,79.58656331,98.23529412,45.47803618,83.80462725,74.61340206,79.20901466,51.26514748,51.97889182
Killian Tillie,Gonzaga,2020,PF,PF,C,PF,1,8.25,9.25,"6'8.75""",80.75,"8'10""",106,"6'8""",80,221.6,11.6,2.62,3.4,27.5,32,67.35159817,27.05479452,0.3424657534,22.37442922,2.558139535,23.72093023,29.28082192,48.98734177,27.16836735,96.89922481,38.07785456,37.46835443,38.63636364,38.05235903,35.13701184,15.46391753
Lamar Stevens,Penn State,2020,SF-PF,SF,SG-PF,SF,1,8.5,9.75,"6'5.75""",77.75,"8'5""",101,"6'9""",81,228,10.35,2.54,3.2,35,41,37.06293706,8.974358974,19.58041958,83.21678322,30.15873016,73.01587302,37.20862471,99.2248062,68.34625323,98.82352941,83.78552972,96.14395887,95.87628866,96.01012376,72.3347594,95.25065963
Mamadi Diakite,,2020,PF,PF,SF-C,PF,1,9,10.25,"6'8.5""",80.5,"8'11""",107,"7'3.75""",87.75,222.1,11.95,2.71,3.16,28,37,57.76255708,45.77625571,86.41552511,23.74429224,50.69767442,78.8372093,53.42465753,25.82278481,92.4744898,95.34883721,59.1486373,87.84810127,44.57070707,66.20940417,59.594233,71.90721649
Markus Howard,Marquette,2020,PG,PG,,PG,1,8.5,7.75,"5'9.5""",69.5,"7'7.5""",91.5,"6'0.25""",72.25,170.8,11.21,3.17,3.11,30.5,35.5,3.792134831,2.387640449,3.651685393,11.4084507,71.64179104,2.985074627,5.309977845,35.55555556,81.52866242,21.42857143,58.54210899,47.61146497,60.47619048,54.04382772,39.29863818,24.91909385
Mason Jones,Arkansas,2020,SG,SG,PG,SG,1,8.75,8.5,"6'3.75""",75.75,"8'6.5""",102.5,"6'7""",79,207.2,10.6,2.49,3.33,24,31,45.46979866,76.00671141,22.48322148,66.32996633,70.43269231,11.53846154,52.57242447,89.76833977,17.43295019,97.53521127,53.60064498,6.513409962,2.075471698,4.29444083,36.82250343,20.3187251
Myles Powell,Seton Hall,2020,PG-SG,PG,SG,PG,1,8,9,"6'0.5""",72.5,"8'3""",99,"6'7""",79,194,,,,,,37.21910112,72.33146067,69.1011236,70,20.14925373,49.50248756,62.16292135,,,,,,,,,
Naji Marshall,Xavier,2020,SF,SF,SG-PF,SF,1,9.25,10.5,"6'5.75""",77.75,"8'6.5""",102.5,"7'0.75""",84.75,233.5,11.77,2.9,3.37,28.5,35,37.06293706,22.49417249,81.46853147,90.20979021,91.46825397,97.81746032,57.80885781,17.44186047,18.8630491,84.70588235,18.15245478,48.20051414,35.56701031,41.88376222,39.2816916,22.69129288
Nathan Knight,,2020,PF-C,PF,C,PF,1,9,9.5,"6'8""",80,"9'1.5""",109.5,"7'2""",86,235,11.56,2.96,3.31,23,31.5,41.66666667,88.24200913,64.61187215,49.31506849,50.69767442,36.97674419,60.95890411,51.64556962,48.59693878,83.33333333,50.1212542,31.01265823,1.641414141,16.32703618,42.46906483,30.67010309
Nick Richards,Kentucky,2020,C,C,PF,C,1,9,9,"6'10.5""",82.5,"9'2""",110,"7'2.25""",86.25,241.6,11.42,2.92,3.25,30,34,50.26041667,45.02617801,31.25,45.57291667,29.6,8.4,43.02737784,80.50314465,83.01886792,85.88235294,81.76100629,76.72955975,77.35849057,77.04402516,67.27746976,87.34177215
Paul Eboua,VL Pesaro,2020,SF-PF,PF,SF-C,PF,1,9,10.25,"6'6""",78,"9'0""",108,"7'3.5""",87.5,222.2,10.79,2.44,3.19,33,35.5,5.821917808,64.84018265,84.24657534,24.08675799,50.69767442,78.8372093,44.74885845,93.67088608,89.54081633,99.2248062,91.6058512,76.96202532,93.05555556,85.00879044,73.78783336,96.90721649
Paul Reed Jr.,,2020,PF,PF,C,PF,1,9,8.75,"6'8.5""",80.5,"9'1.5""",109.5,"7'2""",86,219.2,12.29,2.67,3.45,26.5,37.5,57.76255708,88.24200913,64.61187215,17.57990868,50.69767442,7.209302326,57.04908676,13.67088608,18.49489796,96.12403101,16.08289202,91.13924051,26.38888889,58.7640647,43.96534782,34.53608247
Precious Achiuwa,Memphis,2020,PF,PF,C,PF,1,9,10,"6'7.5""",79.5,"9'0.5""",108.5,"7'0.75""",84.75,234,,,,,,30.59360731,73.28767123,43.72146119,47.14611872,50.69767442,65.58139535,48.68721461,,,,,,,,,
Reggie Perry,Mississippi State,2020,PF-C,PF,C,PF,1,9.25,11,"6'8.25""",80.25,"8'10.5""",106.5,"7'0.25""",84.25,249.6,11.26,2.57,3.25,30,33.5,49.08675799,35.50228311,35.38812785,78.65296804,75.58139535,96.51162791,49.65753425,72.91139241,72.83163265,98.4496124,72.87151253,57.46835443,71.33838384,64.40336913,62.3108053,79.12371134
Robert Woodard II,Mississippi State,2020,SF,SF,SG-PF,SF,1,9,10.75,"6'5.5""",77.5,"8'9.5""",105.5,"7'2""",86,230.2,11.1,2.49,3.18,32,38,29.37062937,72.84382284,91.95804196,86.71328671,74.8015873,99.6031746,70.22144522,66.02067183,74.28940568,99.41176471,70.15503876,79.94858612,79.12371134,79.53614873,73.3042109,96.56992084
Skylar Mays,LSU,2020,SG,SG,PG,SG,1,8,9.75,"6'3""",75,"8'3""",99,"6'6""",78,204,10.65,2.4,3.3,29,37.5,23.15436242,17.28187919,9.563758389,57.57575758,5.288461538,79.32692308,26.89393939,87.64478764,25.67049808,100,56.65764286,67.43295019,39.43396226,53.43345623,45.6616795,35.45816733
Theo Maledon,ASVEL,2020,PG,PG,SG,PG,1,8.5,10,"6'4""",76,"8'4.5""",100.5,"6'8.75""",80.75,187.4,,,,,,91.01123596,87.64044944,89.04494382,52.67605634,71.64179104,97.26368159,80.09317139,,,,,,,,,
Trent Forrest,,2020,PG,PG,SG,PG,1,9,9.75,"6'3.5""",75.5,"8'6.5""",102.5,"6'7.5""",79.5,203,11.04,2.5,3.18,28,34.5,88.62359551,96.06741573,76.8258427,89.43661972,96.0199005,92.039801,87.73836841,51.42857143,62.10191083,97.5,56.76524113,38.69426752,26.66666667,32.68046709,59.06135888,69.90291262
Ty-Shon Alexander,,2020,SG,SG,PG-SF,SG,1,8.75,8.75,"6'2""",74,"8'4""",100,"6'8""",80,200.8,11.33,2.47,3.26,28,33,4.530201342,30.20134228,38.25503356,47.64309764,70.43269231,20.19230769,30.15741871,33.3976834,38.50574713,98.5915493,35.95171526,19.15708812,28.67924528,23.9181667,30.00910022,9.960159363
Tyler Bey,Colorado,2020,PF,SF,PF,SF,1,8.5,9,"6'6""",78,"8'9.5""",105.5,"7'1.25""",85.25,212.8,11.35,2.75,3.17,37,43.5,46.03729604,72.84382284,86.82983683,46.03729604,30.15873016,26.58730159,62.93706294,45.99483204,77.26098191,94.70588235,61.62790698,99.74293059,98.45360825,99.09826942,74.55441311,96.83377309
Tyrell Terry,Stanford,2020,PG,PG,SG,PG,1,7.5,8.25,"6'1.5""",73.5,"8'0""",96,"6'1.75""",73.75,170,10.78,2.59,3.28,30,34,60.81460674,32.7247191,8.56741573,10.42253521,2.487562189,10.44776119,28.1323192,75.07936508,19.26751592,96.42857143,47.1734405,33.91719745,53.80952381,43.86336063,39.72304011,25.24271845
Udoka Azubuike,Kansas,2020,C,C,PF,C,1,9.25,10,"6'10""",82,"9'1""",109,"7'7.25""",91.25,259.5,11.82,3.61,3.23,37,41,33.33333333,27.48691099,95.3125,79.16666667,56.4,50.4,58.82485275,51.88679245,85.53459119,2.352941176,68.71069182,99.37106918,99.68553459,99.52830189,75.68794882,98.73417722
Xavier Tillman Sr.,,2020,PF-C,C,PF,C,1,10.25,11,"6'7.5""",79.5,"8'10""",106,"7'2""",86,266.5,11.8,3.01,3.49,26,32.5,4.166666667,4.97382199,27.08333333,85.9375,99.2,94.8,30.5403305,53.77358491,27.04402516,65.88235294,40.40880503,61.00628931,34.27672956,47.64150943,39.53021499,26.58227848
Yoeli Childs,,2020,PF,PF,SF-C,PF,1,8.75,10,"6'6""",78,"8'10""",106,"6'11.5""",83.5,226.4,10.87,2.42,3.22,34,38.5,5.821917808,27.05479452,22.83105023,31.27853881,26.04651163,65.58139535,21.74657534,91.64556962,80.48469388,100,86.06513175,96.58227848,97.72727273,97.1547756,68.3221609,90.97938144
Zeke Nnaji,Arizona,2020,PF-C,PF,C,PF,1,9,10.5,"6'9.25""",81.25,"8'9.5""",105.5,"7'2""",86,246.8,10.94,2.72,3.2,33,38,81.84931507,20.89041096,64.61187215,75,50.69767442,87.44186047,60.58789954,89.87341772,86.47959184,94.18604651,88.17650478,94.55696203,93.05555556,93.80625879,80.8568877,99.22680412
Admiral Schofield,Tennessee,2019,SF,SF,SG-PF,SF,1,8.75,9,"6'4""",76,"8'6.5""",102.5,"6'9.75""",81.75,240.6,10.77,2.87,3.37,30,34,2.214452214,22.49417249,32.28438228,95.8041958,52.57936508,26.58730159,38.1993007,89.27648579,18.8630491,87.94117647,54.06976744,35.218509,56.44329897,45.83090398,46.03332404,38.52242744
Bol Bol,Oregon,2019,C,C,,C,1,9.25,9.5,"7'0.75""",84.75,"9'7.5""",115.5,"7'7""",91,208,,,,,,89.84375,97.90575916,94.01041667,1.822916667,56.4,26,70.89571062,,,,,,,,,
Brandon Clarke,Gonzaga,2019,SF,PF,SF-C,PF,1,8.25,9.5,"6'7.25""",79.25,"8'6""",102,"6'8.25""",80.25,207.2,10.61,3.05,3.15,34,40.5,24.65753425,1.255707763,0.6849315068,4.908675799,2.558139535,36.97674419,7.876712329,97.97468354,93.75,64.72868217,95.86234177,99.11392405,97.72727273,98.42059839,67.38655083,89.94845361
Brian Bowen II,,2019,SF,SF,SG-PF,SF,1,8.5,9.75,"6'6.25""",78.25,"8'7""",103,"6'10""",82,200,10.98,3.21,3.26,32,35.5,54.54545455,29.83682984,37.17948718,16.2004662,30.15873016,73.01587302,34.44055944,76.61498708,47.54521964,21.17647059,62.08010336,54.37017995,79.12371134,66.74694564,54.42253615,60.68601583
Bruno Fernando,Maryland,2019,C,C,PF,C,1,9.25,10,"6'8.75""",80.75,"9'2""",110,"7'3.25""",87.25,237,11.29,3.05,3.21,29.5,33.5,11.19791667,45.02617801,50.26041667,33.85416667,56.4,50.4,35.0846695,87.42138365,88.36477987,55.29411765,87.89308176,72.01257862,74.21383648,73.11320755,65.36365294,83.5443038
Cameron Johnson,North Carolina,2019,SG,SF,SG-PF,SF,1,8,8.5,"6'7""",79,"8'7""",103,"6'10""",82,205.2,10.52,3.28,3.26,30.5,36.5,75.29137529,29.83682984,37.17948718,24.70862471,3.76984127,7.142857143,41.75407925,97.15762274,47.54521964,11.17647059,72.35142119,65.42416452,63.65979381,64.54197917,59.54915987,73.87862797
Cameron Reddish,,2019,SF,SF,SG,SF,1,9,9,"6'6.5""",78.5,"8'9.5""",105.5,"7'0.5""",84.5,207.8,,,,,,62.47086247,72.84382284,78.55477855,31.58508159,74.8015873,26.58730159,61.36363636,,,,,,,,,
Carsen Edwards,Purdue,2019,PG,PG,SG,PG,1,8.75,9,"5'10.75""",70.75,"7'10.5""",94.5,"6'6""",78,199.4,10.53,2.82,3.22,28.5,34,10.6741573,19.24157303,56.17977528,84.92957746,89.05472637,49.50248756,42.75627077,91.58730159,42.51592357,88.92857143,67.05161258,33.91719745,33.17460317,33.54590031,47.78459455,41.10032362
Charles Bassey,Western Kentucky,2019,C,C,PF,C,1,9.25,9.5,"6'8.75""",80.75,"9'1.5""",109.5,"7'3.5""",87.5,239,12.65,3.27,3.53,29,33,11.19791667,35.86387435,54.6875,39.84375,56.4,26,35.39826025,13.20754717,18.23899371,30.58823529,15.72327044,67.29559748,69.81132075,68.55345912,39.89166327,28.48101266
Charles Matthews,,2019,SG,SG,SF,SG,1,8.5,8.75,"6'5""",77,"8'7""",103,"6'9.5""",81.5,194.8,11.26,3.24,3.38,29.5,37.5,86.24161074,82.88590604,66.94630872,31.81818182,42.54807692,20.19230769,66.97300183,38.22393822,9.578544061,9.85915493,23.90124114,67.43295019,46.41509434,56.92402227,49.26608841,45.81673307
Damon Reed,Miami,2000,PF-C,PF,C,C,0,,,"6'8.5""",80.5,"8'8.5""",104.5,"6'9.5""",81.5,228,11.21,,3.31,27.5,31.5,9.067357513,1.5625,0.518134715,17.61658031,,,7.191143135,91.25,73.125,,82.1875,52.5,54.0625,53.28125,47.55329771,44.62025316
Coby White,North Carolina,2019,PG,PG,SG,PG,1,7.75,9,"6'3.5""",75.5,"8'1.5""",97.5,"6'5""",77,191.4,,,,,,88.62359551,51.40449438,42.2752809,62.11267606,7.711442786,49.50248756,61.10401171,,,,,,,,,
Cody Martin,Nevada,2019,PG-SG,SF,SG,SF,1,8.25,9,"6'4.75""",76.75,"8'6.5""",102.5,"6'10.25""",82.25,192.2,10.44,2.99,3.32,28,35.5,12.004662,22.49417249,43.58974359,5.827505828,12.3015873,26.58730159,20.97902098,97.54521964,29.97416021,70,63.75968992,54.37017995,29.3814433,41.87581162,42.20484084,27.70448549
Daniel Gafford,Arkansas,2019,PF,C,PF,C,1,9.25,9.25,"6'9.25""",81.25,"9'2""",110,"7'2.25""",86.25,237.6,11.61,3.19,3.25,32.5,36.5,21.09375,45.02617801,31.25,36.71875,56.4,15.2,33.5221695,67.9245283,83.01886792,43.52941176,75.47169811,89.93710692,92.45283019,91.19496855,66.72961206,86.70886076
DaQuan Jeffries,,2019,SF-PF,SF,PF,SF,1,9.5,10.25,"6'4""",76,"8'8""",104,"6'11.25""",83.25,215.6,,,,,,2.214452214,47.2027972,56.87645688,54.77855478,97.42063492,92.65873016,40.26806527,,,,,,,,,
Darius Bazley,,2019,PF,PF,SF-C,PF,1,9,9.75,"6'7.75""",79.75,"8'11""",107,"7'0""",84,208.4,11.09,2.95,3.27,30.5,37,35.95890411,45.77625571,30.3652968,5.821917808,50.69767442,51.62790698,29.48059361,86.07594937,63.52040816,84.49612403,74.79817877,87.84810127,75.12626263,81.48718195,61.92198477,77.31958763
Dan Langhi,,2000,SF,SF,SG-PF,SG,0,,,"6'9""",81,"8'8""",104,"6'8""",80,197.5,10.85,,3.24,31,34.5,100,94.81605351,38.29431438,38.25503356,,,67.84135036,73.46153846,44.65648855,,59.05901351,33.58778626,63.72180451,48.65479539,58.51838642,68.7250996
Dan Langhi,,2000,SF,SF,SG-PF,PF,0,,,"6'9""",81,"8'8""",104,"6'8""",80,197.5,10.85,,3.24,31,34.5,76.08200456,8.883826879,0.4555808656,2.050113895,,,21.86788155,91.91919192,76.33587786,,84.12753489,65.65656566,79.21914358,72.43785462,59.47775702,71.77835052
Dedric Lawson,,2019,PF,PF,SF-C,PF,1,9.75,9.75,"6'7""",79,"8'11.5""",107.5,"7'2.25""",86.25,233,11.8,3.54,3.6,23.5,26,18.72146119,55.3652968,69.06392694,44.74885845,97.20930233,51.62790698,46.97488584,35.94936709,3.06122449,2.325581395,19.50529579,1.265822785,3.409090909,2.337456847,22.93921283,3.092783505
Devon Dotson,Kansas,2019,PG,PG,SG,PG,1,8.25,9.5,"6'0""",72,"7'11.5""",95.5,"6'3.25""",75.25,178.6,10.63,2.8,3.04,30,38.5,26.26404494,27.9494382,22.89325843,28.16901408,44.27860697,80.34825871,26.31893891,86.98412698,96.17834395,91.42857143,91.58123547,77.86624204,53.80952381,65.83788292,61.2460191,74.43365696
Dewan Hernandez,Miami,2019,C,C,PF,C,1,9.5,10.25,"6'9""",81,"8'11""",107,"7'1.75""",85.75,232.8,11.46,3.25,3.28,30.5,35.5,15.36458333,9.42408377,23.95833333,26.04166667,78,67.2,18.69716678,75.78616352,77.35849057,34.11764706,76.57232704,84.59119497,80.81761006,82.70440252,59.32463211,70.25316456
