Name,Draft Year,Class,Team,Role,Position,Pre-NBA,League,SOS,Age,Height (in),Height,Wingspan (in),Wingspan,Wing - Height,Weight (lbs),Physical Score,bSPARQ Per.,Combine Score,Athleticism,Freak Athlete,Athletic Tier,PTS,REB,ORB%,DRB%,TRB%,AST,TOV,AST/TOV,AST%,TOV%,AST%/TOV%,STL,BLK,Stocks,STL%,BLK%,Stocks %,Team DRtg,DRtg,DRtg +/-,PER,PER/Age,Age_Adj_PER,WS/40,[WS/40]/Age,BPM,Age_Adj_BPM,FTr,FT%,FT Rating,3PAr,3P%,3PM/G,3PM x 3P%,3P Rating,Shooter,eFG%,TS%,PProd,USG%,PTS/USG%,AST/USG%,TOV/USG%,AST%/USG%,TOV%/USG%,NCAAM,International,Euro,NBL,Americas,Other,G League,OE,Y1 Rotation,EPM_Y1,EPM_Y2,EPM_Y3,EPM_Y4,EPM_Y5,AVG EPM,Tier,Top 3 Pick,Lottery Pick,G Played Issue,Missing Data
Nate Wolters,2013,Senior,MIL,Guard,1,South Dakota State,Summit,-3.27,22.1,76.75,"6'4.75""",75.75,"6'3.75""",-1,196,0.618,0.25,0.25,0.250,0,0.25,18.2,5.0,3.7,15.4,9.5,5.2,2.1,2.46,31.1,12.7,2.46,1.3,0.1,1.4,2.3,0.3,2.6,101.3,101,0.3,32,1.45,0.56,0.272,0.012,7.88,6.82,0.461,0.813,0.75,0.339,0.379,1.9,0.7201,0.75,0.75,0.54,0.59,750,27.3,0.67,0.190,0.077,1.141,0.464,1,0,0,0,0,0,0,0,1,-1.45616,-5.0878,,,,-3.272,Fringe NBA,0,0,,
Jeff Withey,2013,Senior,POR,Big,5,Kansas,Big 12,7.55,23.3,84.5,"7'0.5""",86,"7'2""",1.5,222,0.468,0.129,0.127,0.128,0,0.25,11.9,8.1,8.8,22.3,16.1,0.6,2.0,0.31,4.8,14.7,0.33,0.7,3.8,4.5,1.4,13.7,15.1,89.9,84.2,5.7,27.2,1.17,0.24,0.231,0.010,11.5,10.28,0.604,0.714,0.5,0.003,0,0,0,0,0.125,0.58,0.62,467,20.31,0.59,0.030,0.098,0.236,0.722,1,0,0,0,0,0,0,0,1,-0.582247,-1.13665,0.599837,-0.739682,,-0.465,Fringe NBA,0,0,,
Grant Jerrett,2013,Freshman,OKC,Big,4.5,Arizona,PAC 12,7.48,19.9,82.25,"6'10.25""",86,"7'2""",3.75,232,0.401,0.441,0.451,0.447,0,0.50,6.2,3.9,7.6,18.2,12.9,0.7,0.6,1.17,6.6,11.0,0.60,0.5,1.0,1.5,1.6,5.8,7.4,94.9,95.1,-0.2,16.6,0.83,0.04,0.150,0.008,6.59,7.46,0.143,0.818,0.75,0.513,0.405,0.9,0.3645,0.25,0.375,0.52,0.55,170,15.78,0.39,0.044,0.038,0.420,0.696,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Jamaal Franklin,2013,Junior,MEM,Wing,2.5,San Diego State,Mountain West,6.14,21.9,77.25,"6'5.25""",83.25,"6'11.25""",6,191,0.296,0.5,0.5,0.500,0,0.50,16.0,9.4,6.2,28.8,17.3,3.0,3.4,0.90,20.5,17.9,1.15,1.6,0.8,2.4,2.8,2.6,5.4,91.4,85.7,5.7,24.8,1.13,0.26,0.202,0.009,8.27,7.4,0.546,0.781,0.5,0.367,0.272,1.3,0.3536,0.25,0.3125,0.45,0.53,544,29.6,0.54,0.103,0.114,0.694,0.603,1,0,0,0,0,0,0,0,0,-3.86851,,,,,-3.869,Fringe NBA,0,0,,
Pierre Jackson,2013,Senior,NO,Guard,1,Baylor,Big 12,7.12,21.8,70.5,"5'10.5""",70,"5'10""",-0.5,176,0.061,0.5,0.5,0.500,0,0.50,19.3,3.8,2.2,10.3,6.2,7.0,3.4,2.05,39.9,16.2,2.46,1.5,0.0,1.5,2.5,0.0,2.5,96.3,100.1,-3.8,26,1.19,0.32,0.222,0.010,10.43,9.66,0.474,0.8,0.75,0.484,0.359,2.4,0.8616,0.5,0.5625,0.51,0.57,749,29.4,0.66,0.237,0.115,1.358,0.551,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Mike Muscala,2013,Senior,ATL,Big,4.5,Bucknell,Patriot League,-1.95,21.9,83.5,"6'11.5""",85,"7'1""",1.5,230,0.337,0.355,0.572,0.485,0,0.50,15.3,9.2,11.8,31.1,21.8,1.8,1.4,1.30,15.5,9.8,1.57,0.4,1.9,2.2,1.0,6.7,7.7,92.3,84.5,7.8,35.7,1.63,0.75,0.307,0.014,10.91,10.43,0.509,0.789,0.5,0.036,0.25,0.1,0.025,0.1,0.2,0.51,0.57,624,29.35,0.52,0.061,0.047,0.527,0.335,1,0,0,0,0,0,0,0,1,-3.93719,0.564638,-1.12997,-0.764785,-1.124,-1.278,Solid Rotation,0,0,,
Marko Todorovic,2013,International,POR,Big,5,Barcelona,Spanish ACB,22.69,21.2,83,"6'11""",86,"7'2""",3,240,0.46,0.5,0.5,0.500,0,0.50,6.8,4.9,,,,0.9,,,,,,0.3,1.3,1.6,,,,,,,,,,,,,,,,,,0.231,,,,,,0.56,,17.73,0.38,0.050,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Erick Green,2013,Senior,DEN,Guard,1,Virginia Tech,ACC,6.34,22.1,75,"6'3""",77.75,"6'5.75""",2.75,178,0.476,0.5,0.5,0.500,0,0.50,24.1,3.9,1.4,11.6,6.3,3.6,2.2,1.65,25.8,9.1,2.85,1.2,0.2,1.4,2.0,0.6,2.6,108.5,111.4,-2.9,31.6,1.43,0.55,0.222,0.010,11.21,10.15,0.485,0.816,0.75,0.285,0.389,1.9,0.7391,0.75,0.75,0.52,0.58,753,32.1,0.75,0.112,0.068,0.805,0.283,1,0,0,0,0,0,0,0,0,,-3.85466,,,,-3.855,Fringe NBA,0,0,,
Raul Neto,2013,International,UTA,Guard,1,Gipuzkoa Basket,Spanish ACB,22.69,21.1,74,"6'2""",74,"6'2""",0,172,0.27,0.5,0.5,0.500,0,0.50,13.6,3.3,2.3,11.2,6.4,3.5,2.1,1.69,25.5,16.3,1.56,1.5,0.1,1.6,2.9,0.6,3.5,113.2,112.7,0.5,13.4,0.64,-0.21,,,3.5,3.4,0.316,0.792,0.5,0.259,0.39,0.7,0.273,0.5,0.5,0.51,0.55,,22,0.62,0.159,0.094,1.157,0.740,0,1,1,0,0,0,0,0,0,,,-0.918697,-1.01324,-0.662852,-0.865,Solid Rotation,0,0,,
Ryan Kelly,2013,Senior,LAL,Big,4.5,Duke,ACC,9.57,22.2,83.75,"6'11.75""",83.5,"6'11.5""",-0.25,228,0.391,0.5,0.5,0.500,0,0.50,12.6,5.5,6.9,15.4,11.2,1.7,1.1,1.54,10.8,8.1,1.34,0.7,1.6,2.3,1.4,5.6,7.0,95.7,96.5,-0.8,23.5,1.06,0.17,0.210,0.009,11.44,10.8,0.401,0.812,0.75,0.392,0.422,1.5,0.633,0.5,0.5625,0.53,0.58,286,21.19,0.59,0.078,0.050,0.509,0.381,1,0,0,0,0,0,0,0,1,-0.514884,-1.78685,-3.08674,,,-1.796,Fringe NBA,0,0,,
Erik Murphy,2013,Senior,CHI,Big,4.5,Florida,SEC,6.85,22.6,81.5,"6'9.5""",82.5,"6'10.5""",1,240,0.277,0.135,0.121,0.127,0,0.25,10.7,5.1,7.8,18.8,13.3,1.1,1.4,0.83,9.6,12.2,0.78,0.6,0.7,1.3,1.5,3.0,4.5,86.4,87,-0.6,24.4,1.08,0.18,0.253,0.011,11.49,10.22,0.16,0.784,0.5,0.5,0.453,2,0.906,0.75,0.6875,0.61,0.63,394,22.06,0.49,0.052,0.063,0.434,0.554,1,0,0,0,0,0,0,0,0,-4.63841,,,,,-4.638,Fringe NBA,0,0,,
James Ennis III,2013,Senior,MIA,Wing,3,Long Beach State,Big West,1.62,22.9,79,"6'7""",83.5,"6'11.5""",4.5,201,0.439,0.371,0.386,0.380,0,0.50,13.4,5.3,6.9,16.5,11.7,1.6,2.8,0.56,11.6,17.7,0.65,1.7,1.2,2.9,3.0,3.7,6.7,104.5,100.7,3.8,25.3,1.10,0.19,0.173,0.008,6.21,4.7,0.407,0.834,0.75,0.415,0.357,1.7,0.6069,0.5,0.5625,0.55,0.60,,23.22,0.58,0.068,0.122,0.497,0.761,1,0,0,0,0,0,0,0,0,,-1.30964,0.915331,-0.720844,-2.13861,-0.813,Bench Reserve,0,0,,
Romero Osby,2013,Senior,ORL,Wing,3.5,Oklahoma,Big 12,7.08,23.1,80,"6'8""",81.75,"6'9.75""",1.75,232,0.564,0.5,0.5,0.500,0,0.50,14.2,6.4,8.2,20.8,14.3,1.0,1.3,0.74,8.5,8.0,1.06,0.6,0.8,1.4,1.3,3.2,4.5,98.5,97.9,0.6,28.9,1.25,0.33,0.244,0.011,9.93,8.26,0.586,0.795,0.5,0.051,0.529,0.3,0.1587,0.25,0.3125,0.52,0.58,473,25.59,0.56,0.037,0.050,0.332,0.312,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Lorenzo Brown,2013,Junior,MIN,Guard,1,NC State,ACC,7.19,22.8,77.25,"6'5.25""",79,"6'7""",1.75,189,0.739,0.388,0.23,0.293,0,0.50,11.4,4.3,2.4,12.3,7.5,6.9,3.5,1.97,35.0,21.6,1.62,1.9,0.6,2.5,3.3,1.6,4.9,102,102,0,19.9,0.87,-0.04,0.127,0.006,5.44,3.7,0.419,0.771,0.5,0.228,0.263,0.6,0.1578,0.25,0.3125,0.43,0.49,500,22.7,0.50,0.303,0.154,1.542,0.951,1,0,0,0,0,0,0,0,1,-3.49888,-1.37099,,,,-2.435,Fringe NBA,0,0,,
Colton Iverson,2013,Senior,BOS,Big,5,Colorado State,Mountain West,5.84,23.9,84,"7'0""",86,"7'2""",2,263,0.626,0.63,0.519,0.563,0,0.50,11.4,9.1,13.3,28.2,20.4,0.8,1.9,0.43,7.7,13.9,0.56,0.5,0.4,1.0,1.2,2.7,3.9,98.3,95.6,2.7,27.4,1.15,0.19,0.219,0.009,7.61,6.07,0.723,0.573,0,0,0,0,0,0,0,0.59,0.60,477,21.99,0.52,0.038,0.088,0.352,0.630,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Arsalan Kazemi,2013,Senior,PHI,Big,4.5,Oregon,PAC 12,5.73,23.2,79,"6'7""",84,"7'0""",5,226,0.161,0.5,0.5,0.500,0,0.50,7.2,9.2,11.5,30.9,20.9,0.9,1.5,0.64,7.1,15.6,0.45,2.0,0.7,2.7,4.1,2.2,6.3,90.8,82.9,7.9,24.4,1.05,0.12,0.226,0.010,10.53,8.78,0.795,0.675,0.25,0.005,0,0,0,0,0.0625,0.57,0.61,340,14.47,0.49,0.064,0.100,0.491,1.080,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Joffrey Lauvergne,2013,International,DEN,Big,5,KK Partizan,Adriatic ABA,19.1,21.7,83,"6'11""",81,"6'9""",-2,235,0.298,0.6,0.6,0.600,0,0.50,10.4,6.9,9.3,21.6,15.6,1.3,1.6,0.83,11.1,15.4,0.72,0.7,1.1,1.7,1.6,2.6,4.2,98.3,99,-0.7,17.9,0.82,-0.04,,,4.37,4,0.57,0.656,0.25,0.147,0.308,0.6,0.1848,0.1,0.1375,0.59,0.62,,20.86,0.50,0.063,0.076,0.532,0.737,0,1,1,0,0,0,0,0,0,,-3.49675,-2.23216,-2.90681,-2.76247,-2.850,Fringe NBA,0,0,,
Peyton Siva,2013,Senior,DET,Guard,1,Louisville,Big East,9.14,22.7,73,"6'1""",75,"6'3""",2,181,0.192,0.821,0.794,0.805,0,0.75,9.7,2.5,1.1,8.1,4.5,5.5,2.7,2.01,33.1,20.3,1.63,2.3,0.2,2.5,4.3,0.6,4.9,87.1,89.1,-2,17.5,0.77,-0.14,0.170,0.007,7.55,5.91,0.285,0.867,1,0.384,0.288,1,0.288,0.25,0.4375,0.44,0.50,463,20.4,0.47,0.269,0.134,1.622,0.996,1,0,0,0,0,0,0,0,1,-3.75,,,,,-3.750,Fringe NBA,0,0,,
Alex Oriakhi,2013,Senior,PHX,Big,4.5,Missouri,SEC,6.01,22.9,81,"6'9""",87,"7'3""",6,250,0.416,0.5,0.5,0.500,0,0.50,9.3,7.8,14.1,23.7,18.9,0.1,1.4,0.04,1.1,13.9,0.08,0.6,1.4,1.9,1.3,6.2,7.5,97,94.1,2.9,27.2,1.19,0.27,0.230,0.010,8.14,7.13,0.657,0.746,0.5,0,0,0,0,0,0.125,0.63,0.67,361,17.22,0.54,0.003,0.078,0.061,0.810,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Deshaun Thomas,2013,Junior,SA,Wing,3,Ohio State,Big 10,9.33,21.8,79,"6'7""",82,"6'10""",3,220,0.427,0.556,0.033,0.242,0,0.25,19.7,6.0,5.8,14.8,10.2,1.3,1.5,0.88,8.4,6.8,1.23,0.5,0.4,0.9,0.9,1.2,2.1,92,97.6,-5.6,24.2,1.11,0.24,0.209,0.010,9.26,8.62,0.29,0.834,0.75,0.358,0.344,1.9,0.6536,0.5,0.5625,0.5,0.54,651,29.39,0.67,0.043,0.049,0.286,0.232,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Bojan Dubljevic,2013,International,MIN,Big,4.5,Valencia Basket,Spanish ACB,22.69,21.7,81,"6'9""",85,"7'1""",4,250,0.356,0.5,0.5,0.500,0,0.50,16.3,6.8,,,,1.1,,,,,,0.7,1.2,1.8,,,,,,,,,,,,,,,,,,0.448,,,,,,0.62,,25.66,0.63,0.044,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Robert Covington,2013,Senior,,Wing,3,Tennessee State,OVC,-1.27,22.5,79.5,"6'7.5""",85.75,"7'1.75""",6.25,209,0.635,0.301,0.507,0.425,0,0.50,13.4,6.2,10.9,20.0,15.4,0.8,2.1,0.35,6.8,13.7,0.49,2.1,1.5,3.6,4.0,5.1,9.1,100.9,94.1,6.8,27.9,1.24,0.34,0.205,0.009,4.98,3.79,0.384,0.85,1,0.35,0.388,1.7,0.6596,0.75,0.8125,0.49,0.55,364,25.78,0.52,0.029,0.083,0.262,0.531,1,0,0,0,0,0,0,0,0,,1.6294,1.33443,1.67578,3.31114,1.988,Quality Starter,0,0,,
Seth Curry,2013,Senior,,Guard,1.5,Duke,ACC,9.57,22.8,75,"6'3""",76,"6'4""",1,179,0.065,0.5,0.5,0.500,0,0.50,17.3,2.6,2.2,7.3,4.8,1.3,1.2,1.02,8.5,6.7,1.27,0.9,0.2,1.1,1.6,0.5,2.1,95.7,102.4,-6.7,22.7,1.00,0.08,0.201,0.009,10.12,8.38,0.358,0.809,0.75,0.512,0.438,2.7,1.1826,1,0.9375,0.56,0.60,531,25,0.69,0.051,0.050,0.340,0.267,1,0,0,0,0,0,0,0,0,,,-0.386111,1.06433,,0.339,Bench Reserve,0,0,,
Dewayne Dedmon,2013,Junior,,Big,5,USC,PAC 12,8.19,23.9,83.5,"6'11.5""",88,"7'4""",4.5,239,0.515,0.479,0.445,0.459,0,0.50,4.6,6.7,11.7,26.6,18.9,0.2,1.6,0.14,4.2,19.3,0.22,1.0,1.9,3.0,2.9,10.1,13.0,99.2,89.8,9.4,20.1,0.84,-0.11,0.127,0.005,5.51,3.97,0.267,0.681,0.25,0.017,0,0,0,0,0.0625,0.49,0.52,213,17.09,0.27,0.013,0.095,0.248,1.126,1,0,0,0,0,0,0,0,0,-2.58725,-0.799495,0.321208,1.44598,-0.0941178,-0.343,Bench Reserve,0,0,,
Andrew Wiggins,2014,Freshman,CLE,Wing,3,Kansas,Big 12,11.4,19.3,80,"6'8""",84,"7'0""",4,200,0.541,0.95,0.95,0.950,1,1.00,19.6,7.0,8.4,12.8,10.6,2.0,2.4,0.83,11.5,13.8,0.83,1.3,1.1,2.4,2.2,3.4,5.6,101.5,102.8,-1.3,21.4,1.11,0.34,0.170,0.009,8.87,10.22,0.538,0.775,0.5,0.299,0.341,1.2,0.4092,0.5,0.5,0.52,0.58,564,27.47,0.71,0.073,0.088,0.418,0.502,1,0,0,0,0,0,0,0,1,-2.45446,-0.917055,-1.20261,-1.42554,-1.46712,-1.493,Quality Starter,1,1,,
Jabari Parker,2014,Freshman,MIL,Wing,3.5,Duke,ACC,8.48,19.3,80,"6'8""",84,"7'0""",4,241,0.704,0.5,0.5,0.500,0,0.50,20.8,9.3,11.4,23.6,17.3,1.5,2.3,0.64,10.2,12.8,0.80,1.1,1.2,2.3,2.1,4.1,6.2,102.6,99.3,3.3,28.4,1.47,0.70,0.205,0.011,7.74,9.09,0.429,0.748,0.5,0.212,0.358,1.1,0.3938,0.5,0.5,0.53,0.58,623,33.17,0.63,0.045,0.070,0.307,0.385,1,0,0,0,0,0,0,0,1,-1.72258,-2.10999,-0.00630615,-1.78366,-1.63259,-1.451,Bench Reserve,1,1,,
Joel Embiid,2014,Freshman,PHI,Big,5,Kansas,Big 12,11.4,20.3,84,"7'0""",89,"7'5""",5,250,0.626,0.5,0.5,0.500,0,0.50,12.9,8.9,12.7,27.3,20.5,1.7,2.5,0.67,13.0,21.6,0.60,0.9,2.9,3.8,2.3,12.1,14.4,101.5,90.9,10.6,28.2,1.39,0.58,0.213,0.010,12.54,12.91,0.836,0.685,0.25,0.029,0.2,0.04,0.008,0.25,0.25,0.63,0.66,307,24.6,0.52,0.069,0.103,0.527,0.876,1,0,0,0,0,0,0,0,0,,,3.82836,5.03608,6.43306,5.099,All-Time Great,1,1,,
Aaron Gordon,2014,Freshman,ORL,Wing,4,Arizona,PAC 12,9.04,18.8,80.75,"6'8.75""",83.75,"6'11.75""",3,220,0.658,0.706,0.902,0.824,0,0.75,14.7,8.8,10.4,19.9,15.2,2.5,1.4,1.73,15.2,11.5,1.32,1.0,1.0,2.0,1.8,3.5,5.3,90.2,88.6,1.6,20.4,1.09,0.33,0.183,0.010,8.62,10.37,0.471,0.422,0,0.118,0.356,0.4,0.1424,0.25,0.1875,0.54,0.53,469,23.95,0.61,0.104,0.060,0.634,0.481,1,0,0,0,0,0,0,0,1,-2.16011,0.463938,-0.152876,1.52675,0.839583,0.103,Quality Starter,0,1,,
Dante Exum,2014,International,UTA,Guard,1,Aus. Institute of Sport,Aus. High School,,18.9,78,"6'6""",81,"6'9""",3,196,0.599,0.502,0.799,0.680,0,0.75,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.333,1,0.333,0.5,,,0.61,,,,,,,,0,1,0,0,0,0,0,0,1,-2.4826,,-3.23398,-0.246004,-1.71788,-1.920,Bench Reserve,0,1,1,
Marcus Smart,2014,Sophomore,BOS,Guard,1.5,Oklahoma State,Big 12,8.34,20.3,75.25,"6'3.25""",81.25,"6'9.25""",6,227,0.823,0.999,0.925,0.955,1,1.00,18.7,6.0,5.1,14.9,10.2,5.0,2.6,1.90,31.0,14.2,2.18,2.9,0.6,3.5,5.1,1.9,7.0,97.8,92.3,5.5,26.9,1.33,0.51,0.220,0.011,12.12,12.8,0.648,0.728,0.5,0.425,0.299,1.6,0.4784,0.25,0.3125,0.49,0.56,589,29.4,0.64,0.168,0.089,1.054,0.483,1,0,0,0,0,0,0,0,1,1.20709,-0.373928,-0.523269,-0.379043,1.97531,0.381,Solid Rotation,0,1,,
Julius Randle,2014,Freshman,LAL,Wing,4,Kentucky,SEC,9.9,19.6,81,"6'9""",84,"7'0""",3,250,0.805,0.755,0.641,0.687,0,0.75,16.9,11.1,13.3,25.1,19.4,1.8,2.6,0.68,11.8,16.7,0.70,0.5,0.9,1.4,1.0,2.8,3.8,100.1,97.8,2.3,24.5,1.25,0.47,0.191,0.010,7.85,8.96,0.739,0.706,0.5,0.046,0.167,0.1,0.0167,0.1,0.2,0.52,0.58,599,26.22,0.64,0.067,0.098,0.448,0.638,1,0,0,0,0,0,0,0,1,,-3.57146,-1.40979,0.948397,0.885713,-0.787,Fringe All-Star,0,1,,
Nik Stauskas,2014,Sophomore,SAC,Wing,2.5,Michigan,Big 10,9.65,20.7,77.25,"6'5.25""",79.75,"6'7.75""",2.5,207,0.192,0.416,0.659,0.562,0,0.50,18.4,3.4,1.6,8.9,5.4,3.5,2.0,1.77,19.6,12.1,1.62,0.6,0.4,1.0,1.0,1.1,2.1,103.4,109,-5.6,22.7,1.10,0.27,0.193,0.009,9.61,9.85,0.518,0.824,0.75,0.528,0.442,2.6,1.1492,1,0.9375,0.59,0.65,594,24.96,0.74,0.139,0.079,0.784,0.484,1,0,0,0,0,0,0,0,1,-3.41598,-3.41005,-2.28769,-3.17108,-3.82587,-3.222,Fringe NBA,0,1,,
Noah Vonleh,2014,Freshman,CHA,Big,4.5,Indiana,Big 10,6.64,18.8,81.5,"6'9.5""",88.25,"7'4.25""",6.75,247,0.44,0.891,0.871,0.879,0,0.75,12.8,9.2,10.8,27.3,19.4,0.9,2.1,0.43,6.1,19.1,0.32,1.0,1.5,2.5,1.9,5.3,7.2,98,91.7,6.3,22.2,1.18,0.43,0.182,0.010,6.45,7.62,0.62,0.716,0.5,0.153,0.485,0.5,0.2425,0.25,0.3125,0.57,0.61,321,22.4,0.57,0.040,0.092,0.273,0.854,1,0,0,0,0,0,0,0,1,-2.78749,-2.77315,-2.61469,-2.16197,-0.0702755,-2.082,Bench Reserve,0,1,,
Elfrid Payton,2014,Junior,ORL,Guard,1,UL-Lafayette,Sun Belt,-0.28,20.3,75.75,"6'3.75""",80,"6'8""",4.25,185,0.662,0.714,0.758,0.740,0,0.75,17.0,5.5,7.1,11.7,9.4,5.8,3.5,1.66,32.0,18.9,1.69,2.1,0.5,2.6,3.4,1.6,5.0,103.4,102.5,0.9,25.2,1.24,0.43,0.177,0.009,5.56,6.24,0.648,0.609,0.25,0.116,0.259,0.4,0.1036,0.25,0.25,0.53,0.56,,25.8,0.66,0.223,0.134,1.240,0.733,1,0,0,0,0,0,0,0,1,-0.409691,-1.01093,0.157009,-1.70242,-0.97,-0.787,Solid Rotation,0,1,,
Doug McDermott,2014,Senior,CHI,Wing,3,Creighton,Big East,7.17,22.5,79.75,"6'7.75""",81.25,"6'9.25""",1.5,218,0.424,0.533,0.432,0.472,0,0.50,25.4,6.6,6.4,17.4,12.4,1.4,1.8,0.75,10.3,7.2,1.43,0.2,0.1,0.3,0.4,0.5,0.9,104,106,-2,32.8,1.46,0.56,0.261,0.012,10.84,9.65,0.329,0.864,1,0.341,0.449,2.7,1.2123,1,1,0.59,0.63,788,35.88,0.71,0.038,0.050,0.286,0.200,1,0,0,0,0,0,0,0,1,,-2.78476,-2.97922,-2.18977,-1.72052,-2.419,Bench Reserve,0,1,,
Dario Saric,2014,International,PHI,Wing,4,KK Cibona,Adriatic ABA,19.1,20.2,82,"6'10""",82,"6'10""",0,220,0.659,0.25,0.25,0.250,0,0.25,16.8,10.5,9.8,25.3,18.2,3.4,3.7,0.90,23.6,18.8,1.25,1.2,1.2,2.4,2.0,4.0,6.0,104.2,96.6,7.6,20,0.99,0.18,,,8.84,9.48,0.43,0.716,0.5,0.253,0.318,1,0.318,0.5,0.5,0.55,0.55,,30.13,0.56,0.111,0.124,0.783,0.625,0,1,1,0,0,0,0,0,0,,,-2.44641,1.82035,-0.861694,-0.496,Solid Rotation,0,1,,
Zach LaVine,2014,Freshman,MIN,Guard,2,UCLA,PAC 12,7.62,19.3,77.75,"6'5.75""",80.25,"6'8.25""",2.5,181,0.684,0.818,1.00,0.927,1,1.00,10.3,2.5,2.4,9.5,6.1,2.1,1.1,1.95,14.2,12.3,1.15,1.0,0.2,1.2,2.2,0.8,3.0,99.8,104.8,-5,14.6,0.76,-0.02,0.111,0.006,2.91,4.55,0.236,0.691,0.25,0.444,0.375,1.3,0.4875,0.5,0.4375,0.54,0.56,324,20.1,0.51,0.106,0.055,0.707,0.613,1,0,0,0,0,0,0,0,1,-4.17502,-2.25914,-0.512456,-1.62507,0.0883355,-1.697,Quality Starter,0,1,,
T.J. Warren,2014,Sophomore,PHX,Wing,3,NC State,ACC,7.44,20.8,80.25,"6'8.25""",81,"6'9""",0.75,220,0.572,0.39,0.562,0.493,0,0.50,25.1,7.2,10.8,12.8,11.8,1.1,2.4,0.48,8.8,10.0,0.88,1.8,0.6,2.4,3.1,1.8,4.9,105.7,103.6,2.1,31.3,1.50,0.67,0.209,0.010,10.78,10.94,0.347,0.69,0.25,0.178,0.267,0.9,0.2403,0.25,0.25,0.55,0.58,775,35.54,0.71,0.032,0.068,0.248,0.282,1,0,0,0,0,0,0,0,1,-3.30468,-1.59575,-1.32142,-0.911259,0.588728,-1.309,Solid Rotation,0,1,,
Adreian Payne,2014,Senior,ATL,Big,4.5,Michigan State,Big 10,9.38,23.3,81.75,"6'9.75""",88,"7'4""",6.25,239,0.455,0.75,0.75,0.750,0,0.75,15.1,7.2,6.8,22.9,15.2,1.1,2.1,0.54,9.3,12.6,0.74,0.4,0.9,1.3,1.0,4.0,5.0,98.4,97.6,0.8,25.1,1.08,0.15,0.200,0.009,7.8,6.58,0.39,0.79,0.5,0.294,0.423,1.4,0.5922,0.5,0.5,0.56,0.60,443,28.11,0.54,0.039,0.073,0.331,0.447,1,0,0,0,0,0,0,0,1,-4.86118,-4.76014,-1.39653,,,-3.673,Fringe NBA,0,0,,
Jusuf Nurkic,2014,International,DEN,Big,5,Cedevita Zagreb,Adriatic ABA,19.1,19.8,84,"7'0""",86,"7'2""",2,275,0.602,0.25,0.25,0.250,0,0.25,15.2,7.4,16.6,22.4,19.5,1.5,2.3,0.64,13.6,17.0,0.80,1.0,1.8,2.8,3.1,9.2,12.3,100.5,91.2,9.3,26.6,1.34,0.55,,,13.07,13.71,0.763,0.676,0.25,0.03,0.2,0.03,0.006,0.1,0.1375,0.56,0.61,,34.97,0.43,0.042,0.065,0.388,0.485,0,1,1,0,0,0,0,0,1,-0.556256,-2.24379,-0.803842,0.88849,4.81516,0.420,Solid Rotation,0,0,,
James Young,2014,Freshman,BOS,Wing,2.5,Kentucky,SEC,9.9,18.8,77.25,"6'5.25""",84,"7'0""",6.75,213,0.425,0.4,0.4,0.400,0,0.50,16.3,4.5,3.7,11.0,7.5,2.2,1.9,1.15,13.4,12.8,1.04,1.0,0.2,1.2,1.7,0.6,2.3,100.1,104.3,-4.2,16.6,0.88,0.13,0.145,0.008,6.47,8.6,0.393,0.706,0.5,0.522,0.349,2.1,0.7329,0.5,0.5,0.52,0.56,527,24,0.68,0.093,0.081,0.558,0.535,1,0,0,0,0,0,0,0,1,-2.32108,-3.67327,-1.74728,,,-2.581,Fringe NBA,0,0,,
Tyler Ennis,2014,Freshman,PHX,Guard,1,Syracuse,ACC,7.25,19.8,74.5,"6'2.5""",79.25,"6'7.25""",4.75,181,0.521,0.366,0.46,0.422,0,0.50,13.4,3.4,2.6,9.0,5.7,5.7,1.7,3.40,33.4,12.5,2.66,2.2,0.2,2.4,4.0,0.7,4.7,97.2,98.7,-1.5,21.3,1.08,0.28,0.180,0.009,8.65,9.81,0.414,0.765,0.5,0.236,0.353,0.9,0.3177,0.5,0.5,0.46,0.52,480,21.8,0.62,0.263,0.078,1.530,0.574,1,0,0,0,0,0,0,0,1,-4.52512,-2.7642,-2.36293,-2.61382,,-3.067,Fringe NBA,0,0,,
